Execution ID, Initial memory usage, Data memory usage, Computing memory usage, Final memory usage
131ff9f5-46b3-4e74-b189-033a996483b5, 10700, 272780, 196732, 469512
fe3c8715-2850-4768-8627-e28d7a1763b2, 11164, 273892, 197348, 471240
a7e81f33-ee16-4f44-a7da-315b5fc7df7e, 10892, 248872, 197312, 446184
2543b2d1-1a43-4c2b-8056-2602855799ed, 10696, 261348, 197220, 458568
0f4e1444-c230-431a-b27f-83feaae70bcb, 10692, 271796, 196836, 468632
8b0a8f53-271e-4428-91ed-97d4a6a52fae, 10892, 278200, 180972, 459172
cd8690d6-7141-4be8-89e5-dff07c2d636a, 11028, 274824, 183548, 458372
dbfb335b-6aaf-415b-ab53-1f3a86c6face, 10880, 279020, 183920, 462940
3f4b4e45-7d92-414c-acec-6ac710b9b204, 10812, 289108, 183200, 472308
f41dc52c-f030-4107-a9d8-18f166817486, 10804, 280756, 181724, 462480
8921a04a-ee3f-4d25-b30a-fec2e902aaa8, 10892, 307252, 181032, 488284
b351c066-094d-4e30-8d97-7286a379d80a, 10956, 300816, 181932, 482748
6ea155c4-4982-4b5b-8f4c-5d46ab398703, 10844, 304964, 181056, 486020
daddce77-50e7-42f0-983e-4d7a99d01426, 11076, 302596, 181856, 484452
bb6f5c63-3cb0-4147-945c-d52c60404acc, 10748, 286148, 181760, 467908
4365655a-b760-40d7-9cd4-0da551302038, 10976, 305108, 180888, 485996
54a81c9c-0a77-4db9-afbe-0a31bb16cd59, 10872, 309668, 181516, 491184
86964313-8cc2-428e-9e53-446645fd4009, 10944, 317140, 181144, 498284
b59e6d84-e19b-4044-b62a-9d77ae9f32dd, 10728, 304636, 181804, 486440
207805e0-7e24-452a-a22c-2d88ea86ca54, 10924, 310404, 181252, 491656
a6f9eecd-ca86-414b-bd5e-2293d5d91b9b, 10732, 332060, 181016, 513076
db22a87f-1fd7-433f-9ef0-b46a1e10f1f9, 10760, 324516, 181936, 506452
9b3fa7d5-5497-4391-a070-6fdaf51f908a, 11080, 329904, 182352, 512256
b86cc05b-d070-42e9-a1c3-a6d0fbfd68e2, 11060, 325000, 181760, 506760
77a418d9-c4c8-4bbf-9af2-d287a6b478b8, 10712, 321756, 181064, 502820
17019ffe-953d-4edd-bdc3-cfb0ef8c68ea, 10896, 351368, 184032, 535400
6f2c198e-c451-4bf8-b413-953939155fa4, 10804, 339208, 181404, 520612
0db8b75b-aee0-4640-9736-07b34117590d, 11008, 339312, 181552, 520864
fa66f8cf-db5d-4b42-af2c-055798335808, 10740, 347864, 181500, 529364
d7bd9eb8-f02c-49bd-8db2-3ed22ae52407, 10828, 348440, 181832, 530272
2a99f3ce-e2c6-4295-b9cd-0c64ba776642, 10816, 367048, 181380, 548428
0ca890f4-b839-41f6-bda7-d7baa4941773, 10952, 351052, 183592, 534644
a24d9179-946c-4eaa-8248-9e291d08b2c9, 10972, 361044, 181736, 542780
5cd61cd7-9500-4efb-ba89-01c98928c454, 10812, 373376, 181464, 554840
062160d1-0db6-4b30-ae4d-1100750bae19, 11184, 366644, 181808, 548452
c0b08004-19e6-467a-a6f7-a002a55e5fe2, 10840, 366708, 183560, 550268
1bd88766-ed99-4c3e-99a5-10ba4e25accd, 11008, 380508, 182088, 562596
e69388f6-9989-4b7c-ae5d-1e38456d8693, 10816, 372836, 184020, 556856
a2758167-9e2e-46ac-9df3-12f67f74c11a, 10836, 371484, 181192, 552676
8d17e8b2-5e74-4582-b3b9-d5633b108b13, 10812, 360532, 181068, 541600
f257414e-e85e-4295-b552-0aece4d74544, 11016, 383024, 191612, 574636
9626d48f-f52a-4fe4-b86d-27fec5a1d633, 10968, 384216, 191688, 575904
558053c5-ed32-4b04-aed6-f0131bb4bea5, 10964, 380088, 191300, 571388
ef3ea0f2-b5cf-4b33-82cf-7a136e85dba2, 10796, 392252, 191604, 583856
71fdf668-409a-4d0a-bf3b-daccf391621b, 10940, 390476, 191336, 581812
58397ee2-455f-42fd-a6ce-658d65a9f449, 10816, 399888, 181980, 581868
086a5afd-067c-49f4-a9d1-fe4c2a5ae209, 10832, 412240, 182104, 594344
050606da-09c5-408b-9ddf-ece8925a6d7d, 10872, 408516, 181876, 590392
01a9d9ea-d9e4-4e18-9c91-9bc8630869cb, 10940, 414016, 182256, 596272
c4c0cb9a-a8ac-419b-894b-c231d7fdd349, 10868, 407772, 181880, 589652
13e4d90f-5ac4-4b19-90f5-872fb26011eb, 11072, 426120, 182356, 608476
52fd385e-549f-40e6-84d7-a97b227c5f78, 10708, 426264, 181340, 607604
a255d501-1687-4c26-aa69-99df9dd49b7b, 10724, 421936, 182264, 604200
3ac4ffb4-a80f-4408-92d5-01085adda285, 10840, 423728, 181640, 605368
9156069e-c275-4ee5-90bd-5550e84721f8, 11028, 417448, 184112, 601560
c9e2ab40-1397-4b8d-b9b4-bb34c8cc43c5, 10932, 442752, 181620, 624372
6818d595-0b58-4ff8-905c-eb76ecef540a, 10904, 431532, 181940, 613472
f9caf8e3-d53f-406d-98d8-42f43043c787, 10912, 437108, 181712, 618820
000f0f7e-237b-44ed-b86e-d885f337c20c, 11012, 432736, 182416, 615152
4f8dc130-e6e6-4ffd-9293-124720f64800, 10860, 437704, 181928, 619632
ed640368-a9d3-401e-8b0e-60c0dd34fa15, 10612, 448444, 181604, 630048
fba549e1-3583-4b56-a0e9-34f28b6c635e, 10996, 446244, 181824, 628068
80b009f7-fbe5-4117-89a1-dadf13ea4bc9, 10828, 461184, 181240, 642424
a6c2db58-7117-4e46-af7f-818fff4de3df, 11024, 456748, 181852, 638600
3413b68c-e10f-4cf9-80f9-39504ae25e1d, 10816, 459540, 183408, 642948
bd700918-2297-45b3-9e36-1bcabcd7fca6, 10852, 464384, 183944, 648328
bc1806cc-85a9-4640-a9af-4f9d71c24bd8, 10660, 462172, 183840, 646012
bc16cb1f-c5a1-4555-b712-5a3da9864c9c, 10812, 458972, 181696, 640668
0f2c305f-435a-4cdf-ae20-0959f9ff9491, 10692, 465628, 181696, 647324
1144cd86-5cf5-4a48-afdb-1fda8f7d7b70, 11072, 464640, 181656, 646296
33d7c32d-a0a0-4a94-879d-3cb520212d14, 10732, 482208, 182172, 664380
b5256ab5-3019-4e95-b7a9-48ab075104a0, 10768, 477448, 181332, 658780
2d5de8e0-8ddf-4ef7-9d7f-4a357e2d7018, 10760, 473912, 183724, 657636
7a905f0c-5354-44cd-9cfe-318def1589af, 10920, 479448, 183436, 662884
1e6997d4-fbba-41db-a4d4-2dc83871c598, 10988, 471896, 181668, 653564
0ea60dc9-9428-4d22-91dc-249616d5e833, 10972, 252896, 187316, 440212
ca15a672-18f6-4d96-a1a2-fc28ed448792, 11052, 254824, 190208, 445032
986e160d-62e5-46c7-8393-826756a3eac2, 11004, 256400, 188028, 444428
3d0e11d7-960a-428f-ac13-d57a6914bfc9, 10968, 259592, 191116, 450708
bb8e1730-bfb9-4cb1-a453-df0823e92a7b, 10864, 254984, 188332, 443316
cf00aabb-fa3d-40d1-9ada-b69c8076efc7, 10776, 274104, 187580, 461684
06019211-0442-4c29-9463-73dab1e4b258, 10908, 270376, 189492, 459868
64c6e5ce-5d8b-4cd5-a15e-a3c648d9a9fe, 10976, 272096, 189080, 461176
6a5565ca-2169-4367-8254-7487524568c6, 10840, 267376, 187412, 454788
fde5cfed-4eb4-41ef-b8a2-96d36dc6f1d6, 10880, 283280, 189908, 473188
807acd68-6929-488e-adf1-7b4dbb69d4c4, 11084, 286952, 192028, 478980
9cdb00e1-4d68-4407-8d6c-f6c105efbd11, 10996, 288684, 191916, 480600
dbc79c08-dd32-4c47-8468-174b9680212b, 10892, 283688, 192012, 475700
03a264e2-04fa-4af2-8cdd-1b375472578d, 10972, 283924, 191236, 475160
4287e2e3-1e56-4ffc-b3c8-83ac3aaddb6b, 10984, 286784, 191100, 477884
848c0197-0782-49d4-bb67-f3fc62bebad8, 10888, 311796, 193312, 505108
1fbb1a0f-0d95-44a3-ba71-5fc1824e6b0e, 10992, 301532, 194664, 496196
ddf50afd-b839-4404-aab5-1972b81356ae, 10732, 297532, 193172, 490704
8e5db9c1-e5e9-4c3b-8715-858ff98faf5f, 10808, 294460, 193388, 487848
2e0079e9-4ec3-4ea8-b8f4-a2e703748702, 11128, 302928, 193520, 496448
6802c9ef-983b-4f2c-8e93-9b456372ffc4, 10804, 322308, 189636, 511944
b4675ddb-ccd7-4d64-83f3-c0b7d8ec9c7b, 10812, 321936, 184036, 505972
6c3a5d07-ca36-4dd1-ac64-baec466a6ba4, 10968, 317892, 188168, 506060
a49dd03b-790b-4b03-9402-290e472bb10a, 11008, 319064, 188312, 507376
10c6016c-ac02-4554-a864-b0fc8983620f, 10948, 321720, 186048, 507768
33f5c140-4f9e-4715-a204-757a8fa0ae51, 10780, 342660, 190388, 533048
377fff0e-2527-400e-97d5-fb8d0e6963ca, 10876, 327332, 187908, 515240
82a36960-2653-4396-bcd1-59dd73dd81fc, 10608, 328872, 190396, 519268
dbc03361-8a7e-4e87-b612-ec87b6abd364, 10736, 328960, 186076, 515036
432bcf9b-50b5-4216-b0de-07c4db494359, 10892, 350480, 188668, 539148
b90f2d15-afd4-438f-976d-edbc3e69c20f, 10992, 355056, 189192, 544248
9ccd4fb5-b92d-4026-8091-a95ae1697b16, 10820, 361696, 188420, 550116
3f199c96-b7cd-42f4-9aad-c3860868a5e6, 10940, 349344, 188620, 537964
a7d55f70-2796-4bef-976c-bb77d4917523, 10848, 354620, 188328, 542948
62780326-e49a-4bed-b90a-868e2621970d, 10712, 356296, 189960, 546256
7d882745-5f68-41e3-8531-d1ea8b3eb5b5, 10720, 355268, 188768, 544036
dfd0a34d-cbae-4286-bcc3-5b6177b208b2, 10824, 372232, 186444, 558676
b5a22507-fda4-4060-86df-ce1ea33fa6b7, 10932, 362256, 189272, 551528
5b87ffa5-0150-4e19-903f-4c5bdefe8531, 10792, 364564, 188584, 553148
cf1616e8-a2f4-4862-adbf-6ddaa0b5f7bb, 10864, 368180, 189400, 557580
86e7c52a-b310-4faf-8570-1cadb09d2d8a, 10936, 390032, 192180, 582212
d26819c2-0bdf-426b-afa2-7b8178586d36, 10896, 385420, 190464, 575884
9b79a51c-a10b-43c6-ae21-01ba2cd25b57, 10680, 382416, 192772, 575188
628fcff9-aea5-4208-a439-514a868cf925, 10920, 378492, 190988, 569480
35fffe04-4ad5-41e1-8b94-3600212de310, 10984, 378044, 195556, 573600
53a79dab-753e-4107-9776-3a8c1728fc63, 10964, 397392, 209660, 607052
5a64bfbd-7fe2-4848-9b61-79ddaf9babd6, 10724, 395680, 214168, 609848
aa04f854-c5a0-47b4-9ca5-ef9d69231bc0, 11140, 391512, 211868, 603380
6a36957c-6b7e-405a-87d3-f3a94bd72a35, 10820, 399016, 214084, 613100
86ea7081-dcd4-417a-8057-ba3b91f36f87, 10684, 413400, 212740, 626140
a16aae4f-58fb-4fd3-8db5-b58079de1082, 10848, 411048, 197116, 608164
6ad98e49-a573-43c1-8e19-9ee7f1554f07, 10884, 417584, 199460, 617044
06f8b963-ab9a-4cdb-ba12-9eb21d588026, 11056, 415380, 199384, 614764
ec2d2487-4c74-455a-ad91-481bd0a04381, 10760, 407048, 202228, 609276
82b0a70b-4097-4413-812a-e011c90d3a68, 10680, 422832, 198948, 621780
03bfadcd-7af0-42d2-9f6e-4c368ee2fd01, 10988, 439448, 193532, 632980
9bad15e8-40fe-4799-8249-875ba17540d4, 10804, 430820, 199088, 629908
fb04aab9-0c01-4e3c-b6db-b700f56f6469, 10688, 437356, 197740, 635096
c22ed6ff-4c8f-4931-a881-021c77b8943f, 10704, 422556, 197576, 620132
f06b0485-c60e-45fb-a5ab-fe3a4058128a, 10784, 432708, 197376, 630084
47d0a6ed-2b97-40fb-b4aa-a9c9bfceac2a, 11044, 449844, 191668, 641512
d5014316-3d49-44ea-aa6d-5123fca6f30f, 10628, 450108, 190272, 640380
511e42b6-35fd-4d1a-9fed-ac27df7a91b7, 10620, 447064, 192960, 640024
55f84a25-5275-47aa-9a56-f26146a36cab, 10628, 452932, 188864, 641796
3a2c2920-30f1-4d5a-acb3-699701b89345, 11100, 449752, 191864, 641616
bbe77410-f414-49a7-90e8-62d34b821fd7, 11072, 465652, 191548, 657200
e498c768-0919-4a00-b229-38fb2337b9ef, 10760, 446488, 191548, 638036
f05bf439-25cd-40a9-8700-37526dd1a1d1, 10952, 456580, 192184, 648764
a5a04ad1-aad1-42ae-b25c-a17aea73ed02, 10884, 453844, 194388, 648232
5807100f-d207-4fc9-b51c-6c2523e5644c, 11080, 463580, 193992, 657572
c4d7a996-3039-496d-a621-eb5ed8161a71, 11060, 473760, 194492, 668252
220c6abf-d109-4157-b181-156fbef48980, 10780, 486432, 191384, 677816
15b96e52-2af4-49ae-a974-cc9db892a783, 10952, 469848, 190176, 660024
39985b69-7794-4d57-9877-a1377e68c773, 10868, 481792, 192076, 673868
e0db6fcd-2097-4397-a82a-aa60b9cc144d, 10908, 483668, 194452, 678120
5dafa6eb-6ca1-4580-b2cb-219976d4e106, 10980, 254948, 503616, 758564
fc0ba171-9a2d-4d54-a41a-16d0c1f69a8c, 10972, 257428, 488428, 745856
f8a8155d-9abd-417f-ae3f-0fdb686103a1, 10856, 257652, 452592, 710244
39bdf995-eb3e-47b8-8f77-62b92f14d1f0, 11068, 251536, 486864, 738400
d7ded0c5-a8a0-42fc-9fe5-f1edfd4cc349, 10828, 257340, 533028, 790368
ea429030-5d5f-4fdc-ad37-21de148d23cb, 10832, 268116, 845236, 1113352
8bb99cd7-ef6b-40c9-a43c-07b437917344, 11052, 270884, 843468, 1114352
3a4d3ea5-8b58-49a5-b94d-17fd1ec1e0cc, 10960, 274776, 846700, 1121476
6536023d-749d-42b2-9e75-87de223f0194, 10964, 266444, 910720, 1177164
8ffbe665-0b92-4b49-a40b-462df1b3e36d, 11056, 268856, 876372, 1145228
9cc2ead0-16ad-41d6-8f47-2b999297de4d, 10920, 288516, 204308, 492824
2a5dd8ed-b0e4-481f-9cd0-3ccae0461c20, 10796, 290496, 208512, 499008
0de8104b-4f4b-4bee-8db7-b2111171f988, 10948, 289988, 204724, 494712
198bf59f-fb74-40a2-b2c7-c767426c3585, 10936, 283908, 206604, 490512
15a8c7ce-68ee-457d-aa78-bb90ca89670b, 11060, 268680, 208024, 476704
f9553624-f511-4927-b71d-dfadbc5e8769, 11072, 300012, 209420, 509432
1f34cbca-361b-4485-acd0-28612cbe3f34, 10632, 300284, 209892, 510176
9b4fac6c-0e88-45a8-bfc7-2b136965c088, 11116, 301788, 211744, 513532
1a4a5592-1ce6-4431-b98a-75ce7811d592, 10976, 297308, 212064, 509372
1c612cd7-e5bf-43ac-a6d9-d8e8c6ceffc8, 10792, 303488, 209616, 513104
6712b344-51fe-4c56-a7df-39c8630a09f5, 10868, 315304, 213768, 529072
17824aab-45ac-456c-805c-847e7af8dee5, 10880, 317356, 214372, 531728
6c12edaa-f9b1-4eba-82a4-f7961c359b35, 10724, 320504, 216504, 537008
4688065a-899f-4ec2-8cbf-a860ff387e56, 10712, 311628, 214752, 526380
b675309a-a79f-4399-844d-7ee532add088, 10808, 317060, 213420, 530480
bdc8acca-1da3-47db-aad3-334b7a186360, 11004, 326264, 217912, 544176
5c206583-461a-4522-b30a-46b1657e4fdc, 10720, 329024, 218768, 547792
0a2bc917-f240-4286-a5de-abe5f587e9bd, 10804, 329092, 216076, 545168
66ae6cba-20e9-44d3-8edb-b2838ede2c65, 10972, 327140, 216796, 543936
fbf82a8e-908f-4bca-8fcd-c69832988d5a, 10920, 335280, 219812, 555092
21d57005-0fdb-4b9e-8f79-b07cd4c4db80, 11084, 356588, 223784, 580372
94a22530-6a96-4e52-917d-66da13b12154, 10900, 353028, 219348, 572376
57ed556f-b32b-4a90-b765-0356673bce89, 10712, 350176, 222184, 572360
76db6e65-47e2-443c-8d01-77144210ca74, 10896, 354984, 218864, 573848
ed521164-9421-4fdf-b159-7b13ed70ec89, 11056, 347088, 224004, 571092
526de674-d714-4bde-97a1-a165e27f9ac6, 11020, 355044, 229504, 584548
86b5efe9-c37a-4a9b-aecb-562e5f812559, 10908, 366248, 223072, 589320
8595605a-5136-4e21-8c45-8cbf6aaa767b, 10816, 366620, 226080, 592700
3d7809be-5b62-45e5-8918-5e31f9165d04, 11184, 362952, 227808, 590760
86bfdbb4-c1d2-404b-8836-ee54f0ac4b64, 10816, 371160, 229896, 601056
da8a0cf4-adee-44d0-8bcf-557a6420b44e, 10880, 386868, 430412, 817280
9611b1a5-da7c-4ea3-9f49-43bdc7774915, 10816, 379788, 432900, 812688
c14c59ba-a73a-4e42-a23b-b46928dcabe8, 10668, 383444, 360616, 744060
39d67f23-28bc-45fe-9892-35efb63fed8e, 10788, 392580, 367128, 759708
b2885256-abcf-4a27-892b-06b88f9c53c7, 10840, 372376, 438600, 810976
e1bf2e4f-2e2c-4105-98db-2e89acaf8808, 11000, 395884, 789652, 1185536
e8c9b3c0-9914-432b-882e-78ea71918f0f, 10700, 393388, 794984, 1188372
dd55a178-5b46-43d6-ac87-65a53f399201, 10988, 398212, 571456, 969668
7a11f31c-fb13-4bb2-a9f9-c4f67b65686a, 10768, 404276, 643916, 1048192
5f8c7a7c-291e-4bb6-9ee0-7a935bd94642, 10644, 401752, 634792, 1036544
7aff8f0e-1cbd-4d80-a8f2-9d51259abcf2, 10816, 416072, 231536, 647608
9720106f-180d-47e7-bd47-077e5ff8e0f8, 11152, 422284, 236868, 659152
5bc9b903-6c22-4836-ac4e-401cb5fe1547, 10712, 410972, 230412, 641384
78cedbe1-826d-490d-a376-1b689302a7a7, 10988, 418224, 238504, 656728
f7f41404-f669-4807-9ab8-6f6ec7303c1e, 10640, 409452, 239636, 649088
544b5264-2c65-49e7-878e-2793a0a51845, 10916, 423100, 236532, 659632
e0272be5-18aa-40a5-ab46-9f75e3ba7b34, 10724, 432712, 239512, 672224
fb2303da-7174-4f70-aacc-4ffb10037c8f, 10536, 424980, 237540, 662520
54294755-430f-4d64-8f48-89aac13589f1, 10716, 418140, 234384, 652524
68dbe698-16a5-46b4-aa91-ee763cb49134, 10868, 426752, 239112, 665864
714a1a0d-a8ce-4a1c-b2e2-5cc7534da160, 10704, 450008, 243600, 693608
0029ce59-67db-4cc7-896b-8120983611ba, 10856, 445128, 236240, 681368
1c33550a-7192-4d84-8f36-618520a40e6c, 10688, 443352, 243624, 686976
90b5e362-bac9-4c8c-92bb-f6a60999e6ff, 10920, 446596, 243580, 690176
4b078fa3-aa97-425b-ba1e-88cd8da92a11, 10860, 441884, 246720, 688604
e54d0a80-0aeb-46c2-94b8-088dd0ea73a5, 10912, 457768, 252656, 710424
2baeed14-461c-4927-95a9-ee3c5aa5842b, 10964, 459832, 248568, 708400
5a7c16c9-ce40-48e2-8821-810ac64ab296, 10816, 459816, 246460, 706276
a07c6cc0-c9e1-4d2d-a61e-d09e80bf45dd, 10944, 470788, 240856, 711644
dac08e53-fffb-40e6-8aa6-79b3e97b6db6, 10688, 458100, 232668, 690768
9151fdc9-b28c-4d35-b638-4cbc68ad3b91, 10796, 482148, 239740, 721888
977bc9e2-37ed-4d74-b7ae-68cb6954d545, 10988, 466136, 236432, 702568
306adeee-e931-46c8-af03-fd8e41e62542, 11000, 480004, 244188, 724192
3bbb34c1-1f29-4442-98d9-04af993f29e0, 10808, 475008, 247800, 722808
837bbfd1-3919-4edb-a364-d418524e0819, 10628, 475684, 255884, 731568
